MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,ZCR,CentroideEspectral,AnchoEspectral,EnergiaBanda_1,EnergiaBanda_2,EnergiaBanda_3,Archivo,Etiqueta
0.20752344435240125,0.5298667356099543,-0.8957712175208707,1.986319423684772,-1.000461630802908,-2.076677095924017,0.18315837137247457,-0.836137614500751,-0.7653017457311678,-1.305035336150934,-1.7054708188437329,-0.5493099550211522,-0.5712698002189436,-0.5248619007805903,-0.22812912983053152,-0.9656087651629865,-0.5575874064113577,-1.0042135100356802,1.4823709469999065,Berenjena 2.wav,berenjena
0.15742142997474406,0.1786969391178472,-0.6752069534202982,1.0829050776983375,0.11944713733369786,-1.680892916776091,0.00306827321227492,-0.15001120933583795,-0.6272837615732038,-0.05435068645498312,-0.5305476388693496,-0.6016076585548834,-0.9798862020270006,-0.3747175074228406,-0.32291352346113344,-1.1529132038311032,-0.616824719051324,-0.8540030232096878,1.7298424601956948,Berenjena 3.wav,berenjena
-0.7396715329219417,0.285116461016086,-0.5364400650457527,0.45369635056204183,-0.20687666498391297,-0.6359275143139116,0.18367750976387837,0.09224111480479427,-0.6232936587550327,-0.7269811627206059,-0.6622148412917718,-1.0709821308134186,-0.9566366766580204,-0.5191564138329957,-0.46812901491493325,-0.9240908902121808,-0.824304353174456,-0.9166353028931681,0.9099325109216483,Berenjena 4.wav,berenjena
0.6671489863148798,0.01883457889805576,-0.7909576102543328,0.8757102069804337,0.036955500293136594,-0.7552192751750387,-0.19640573935663627,-1.001365296809803,0.037884526504158696,-0.23132362843315618,-0.05041344749016425,0.9311544541305564,0.3915905292592624,1.4762625738914967,1.3741623343811715,0.9809774471957502,-0.47939582929948477,-0.9933659031835843,-0.20212920437869927,Berenjena Clemente 1.wav,berenjena
2.162349404788558,1.6304687737351031,0.2850636962325235,-0.48000288668236785,0.011503658415238788,-1.6472613878300433,-1.5543795818900918,-0.39327948753497255,-1.4962888340796676,-0.5040045071016295,-0.5386335956931197,-1.0846217265703426,-1.4162673514675395,-0.8680919839964057,-0.8172383333446662,-0.0686156926383972,2.220324150668858,-0.9876483700904882,-0.17568119062372814,Berenjena Marcos 1.wav,berenjena
0.7438039858060829,0.10430518670321556,0.7624661168086523,0.2992892558872092,0.9038904061768238,-0.19959912132414712,-1.3668739944665316,-0.3053710916052499,0.24637735510617584,-0.5903767707766187,0.1851103483086002,0.12276390874359241,-0.7451597115362629,0.00785040685270556,-0.06243098485172698,0.8571701376095888,2.227342162453866,-0.9024203285883063,-0.3896865337451689,Berenjena Mario 1.wav,berenjena
-0.2238954708849714,-1.3600853833947915,1.282565598735917,0.7750250846034447,2.127821994254086,0.4228150375516314,-0.42682143413513673,1.4739569519214006,0.9316105923141568,-0.35140055761158584,1.0094861205234056,1.4580823716024416,0.38059590777209207,0.8465569881490951,0.8356440653862695,1.3967374114397877,1.4758855230254213,-1.07864768525692,0.07800606208651553,Berenjena Mario 2.wav,berenjena
0.24367183573500265,1.2237116935263632,-1.034427643712595,0.6693463846431547,-0.257815795276662,-1.2265764924512517,-0.3256156413015924,-0.8582976097860398,-0.43115722699280956,-0.8293230357342534,-1.5900993902398735,-1.175131563714463,-1.1290739466888868,-0.4766655505127525,-0.7270199677111232,-1.4313524331718201,-0.6628807634711121,-0.7195961746133416,1.3325568261279575,Berenjena.wav,berenjena
-0.43171306063532794,-0.22867455708699172,0.47771220066250314,0.015565920228198245,0.16077183317259514,-0.14348648024844732,0.5121103179694729,0.2918314103410328,-0.40404746524911067,-0.1161198171112752,-0.7739360754498633,0.15823557430861343,0.37503202948097053,-1.098713772193909,-0.9824517016470876,-1.0711521432688424,-0.8051686346689377,0.3540408232954793,-0.1857039905152568,Camote 2.wav,camote
-1.2870060455437944,-0.047139006526545874,0.17110604499365242,0.25397564234569536,-0.2564874275304372,-0.31344983239505314,0.8122007666986006,0.016366457910146973,-0.7708296639184901,-0.4307023217762913,-1.1611776989791127,0.22142864840001317,0.32911131885944744,-0.7843114125027815,-0.846527013858378,-0.85165428782208,-0.7984356935546624,-0.20702765850027946,-0.22248472395063765,Camote 3.wav,camote
-1.2915830188143855,-0.9203393399824602,0.6795751137339666,-0.17380483046610276,0.8109787156172962,0.6943520803371144,0.6899995166517876,1.0570533461016742,0.1508508152172468,-0.051768198079750305,-0.10765524949956606,0.23845325195166514,0.7723385812730726,-0.9858051883888813,-1.0471697441264063,-0.9355212466961458,-0.8752060529029255,-0.061920220509523394,-0.3515373533532198,Camote 4.wav,camote
2.0196896922167786,-0.6537949953791398,-1.8400684405423613,1.8357846696499651,-1.9453125873357677,-0.26881601820399004,-0.3261377551173949,-1.981257453931285,1.593541553446151,-1.229599613304905,-0.03187122783075578,1.8312560926882455,-0.34947273317235983,1.6821105371849716,2.092440589118955,0.7998680145945841,0.4212392218118654,1.2053914321521575,4.669634745129137,Camote Benja 1.wav,camote
0.0156626786355842,0.036330074386974116,-1.0321563135833878,0.9250037525114573,-0.7958028022407508,-0.7133000496570517,-0.10152901566132456,-0.9633242061240945,-0.08033720401302714,-0.7441967536152447,0.15580813635024493,0.38377695858781563,-0.3992643111488471,1.660790033328171,1.5258628279955977,0.9632822034046047,-0.7420505381561479,-0.8032621313399504,-0.5393603646974426,Camote Clemente 1.wav,camote
2.3961398237648726,2.8434047555644173,-0.7768619113841462,-0.5049914515707731,-1.3999462080028557,-1.4818227154445356,-1.1956290526045554,-1.4196345655883367,-2.677438414959816,-1.649584289395018,-1.2094537208827265,-1.9927128589404453,-2.394872208861635,-0.7907676214171645,-0.8469088739828735,-0.2460971918385794,0.5029976349969921,-0.34207479913835626,-0.5433356019302354,Camote Marcos 1.wav,camote
-0.7949115070698499,-1.1281578704629878,1.3774436888489936,-0.2338889707509285,1.088540015584585,0.9981080138774483,0.04940021618064743,1.1959375943324289,1.1927700054608836,0.39777862578955525,1.0907361523493437,1.1142909558833038,1.3068935182342851,0.6660834273330797,0.8558242002477118,1.4737393560201248,0.44066487739366567,-0.8270056360212631,-0.5158855301283212,Camote Mario 1.wav,camote
-0.22536305667252363,-0.44690326467968433,1.2073543689770903,-0.1562993594646816,1.1644277171216555,0.5554139816839846,-0.6491067085779468,0.5899236790533348,0.8295917543653647,-0.0010458721069300134,0.9675922579747288,1.0881539861156067,-0.21569233561025325,0.23126526416903673,0.2617005254269813,0.8768071305991975,1.3943944846037857,-0.6273166280737609,-0.4711907630968636,Camote Mario 2.wav,camote
